0,00
114,00
124,00
134,00
144,00
154,00
164,00
174,00
184,00
194,00
204,00
214,00
224,00
234,00
244,00
254,00
264,00
274,00
284,00
294,00
304,00
314,00
324,00
334,00
344,00
354,00
364,00
374,00
384,00
394,00
404,00
414,00
424,00
434,00
444,00
454,00
464,00
474,00
484,00
494,00
504,00
514,00
524,00
534,00
544,00
554,00
564,00
574,00
584,00
594,00
604,00
614,00
624,00
634,00
644,00
654,00
664,00
674,00
684,00
694,00
704,00
714,00
724,00
734,00
744,00
754,00
764,00
774,00
784,00
794,00
804,00
814,00
824,00
834,00
844,00
854,00
864,00
874,00
884,00
894,00
904,00
914,00
924,00
934,00
944,00
954,00
964,00
974,00
984,00
994,00
1004,00
1014,00
1024,00
1034,00
1044,00
1054,00
1064,00
1074,00
1084,00
1094,00
1104,00
1114,00
1124,00
1134,00
1144,00
1154,00
1164,00
1174,00
1184,00
1194,00
1204,00
1214,00
1224,00
1234,00
1244,00
1254,00
1264,00
1274,00
1284,00
1294,00
1304,00
1314,00
1324,00
1334,00
1344,00
1354,00
1364,00
1374,00
1384,00
1394,00
1404,00
1414,00
1424,00
1434,00
1444,00
1454,00
1464,00
1474,00
1484,00
1494,00
1504,00
1514,00
1524,00
1534,00
1544,00
1554,00
1564,00
1574,00
1584,00
1594,00
1604,00
1614,00
1624,00
1634,00
1644,00
1654,00
1664,00
1674,00
1684,00
1694,00
1704,00
1714,00
1724,00
1734,00
1744,00
1754,00
1764,00
1774,00
1784,00
1794,00
1804,00
1814,00
1824,00
1834,00
1844,00
1854,00
1864,00
1874,00
1884,00
1894,00
1904,00
1914,00
1924,00
1934,00
1944,00
1954,00
1964,00
1974,00
1984,00
1994,00
2004,00
2014,00
2024,00
2034,00
2044,00
2054,00
2064,00
2074,00
2084,00
2094,00
2104,00







































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































